,gene_id
1644,Fip1l1
1645,Firre
1646,Fis1
1647,Fjx1
1648,Fkbp1a
1649,Fkbp1b
1650,Fkbp2
1651,Fkbp3
1652,Fkbp4
1653,Fkbp8
1654,Fkbp9
1655,Fktn
1656,Flcn
1657,Flna
1658,Flot1
1659,Flrt2
1660,Flrt3
1661,Flt1
1662,Flywch1
1663,Fmnl1
1664,Fmo1
1665,Fmr1
1666,Fn1
1667,Fnbp1
1668,Fnbp1l
1669,Fnbp4
1670,Fndc3a
1671,Fndc4
1672,Fndc5
1673,Fnip1
1674,Fnta
1675,Folh1
1676,Fopnl
1677,Fos
1678,Fosl2
1679,Foxc1
1680,Foxg1
1681,Foxn3
1682,Foxo1
1683,Foxp1
1684,Foxp2
1685,Fpgt
1686,Frg1
1687,Frmd4a
1688,Frmpd4
1689,Frrs1l
1690,Fry
1691,Fsd1l
1692,Fstl4
1693,Fstl5
1694,Fth1
1695,Ftl1
1696,Fto
1697,Ftx
1698,Fubp1
1699,Fuca1
1700,Fuca2
1701,Fundc1
1702,Fundc2
1703,Fut8
1704,Fut9
1705,Fxr1
1706,Fxyd1
1707,Fxyd5
1708,Fxyd6
1709,Fxyd7
1710,Fyco1
1711,Fyn
1712,Fyttd1
1713,Fzd3
1714,Fzr1
1715,G0s2
1716,G3bp1
1717,G3bp2
1718,G6pdx
1719,Gaa
1720,Gabarap
1721,Gabarapl1
1722,Gabarapl2
1723,Gabbr1
1724,Gabra1
1725,Gabra2
1726,Gabra3
1727,Gabra4
1728,Gabra5
1729,Gabrb1
1730,Gabrb2
1731,Gabrb3
1732,Gabrd
1733,Gabrg1
1734,Gabrg2
1735,Gabrg3
1736,Gad1
1737,Gad2
1738,Gadd45a
1739,Gadd45b
1740,Gadd45g
1741,Galnt1
1742,Galnt11
1743,Galnt14
1744,Galnt9
1745,Galt
1746,Gamt
1747,Ganab
1748,Gap43
1749,Gapdh
1750,Gapvd1
1751,Garnl3
1752,Gars
1753,Gas5
1754,Gas6
1755,Gas7
1756,Gatm
1757,Gba
1758,Gba2
1759,Gbas
1760,Gca
1761,Gcc2
1762,Gcsh
1763,Gda
1764,Gdap1
1765,Gdap1l1
1766,Gdap2
1767,Gde1
1768,Gdi1
1769,Gdi2
1770,Gdpd1
1771,Gdpd2
1772,Gemin7
1773,Gfpt2
1774,Gfra2
1775,Gfra4
1776,Ggh
1777,Ggnbp2
1778,Ggps1
1779,Ggt7
1780,Ghitm
1781,Gimap6
1782,Ginm1
1783,Gja1
1784,Gja4
1785,Gjb6
1786,Gjc1
1787,Gjc3
1788,Glg1
1789,Glmp
1790,Glo1
1791,Glod4
1792,Glra2
1793,Glra3
1794,Glrb
1795,Glrx
1796,Glrx2
1797,Glrx3
1798,Glrx5
1799,Gls
1800,Glt8d1
1801,Gltp
1802,Gltscr2
1803,Glud1
1804,Glul
1805,Glyr1
1806,Gm10419
1807,Gm11223
1808,Gm11549
1809,Gm13325
1810,Gm13889
1811,Gm14204
1812,Gm15800
1813,Gm17750
1814,Gm1821
1815,Gm20071
1816,Gm26871
1817,Gm31001
1818,Gm31322
1819,Gm32337
1820,Gm33298
1821,Gm33989
1822,Gm34583
1823,Gm34690
1824,Gm3764
1825,Gmfb
1826,Gmpr
1827,Gmpr2
1828,Gmps
1829,Gna11
1830,Gna13
1831,Gnai1
1832,Gnai2
1833,Gnai3
1834,Gnal
1835,Gnao1
1836,Gnaq
1837,Gnas
1838,Gnb1
1839,Gnb2
1840,Gnb2l1
1841,Gnb4
1842,Gnb5
1843,Gng10
1844,Gng11
1845,Gng12
1846,Gng2
1847,Gng3
1848,Gng4
1849,Gng5
1850,Gng7
1851,Gnl1
1852,Gnl2
1853,Gnl3
1854,Gnl3l
1855,Gnpat
1856,Gnpda2
1857,Gnptg
1858,Gns
1859,Golga1
1860,Golga4
1861,Golga7
1862,Golgb1
1863,Golph3
1864,Gorasp2
1865,Gosr2
1866,Got1
1867,Got2
1868,Gpaa1
1869,Gpam
1870,Gpatch8
1871,Gpbp1
1872,Gpc3
1873,Gpc5
1874,Gpcpd1
1875,Gpd1
1876,Gpd2
1877,Gphn
1878,Gpi1
1879,Gpm6a
1880,Gpm6b
1881,Gpn1
1882,Gpr116
1883,Gpr123
1884,Gpr146
1885,Gpr155
1886,Gpr158
1887,Gpr19
1888,Gpr22
1889,Gpr37
1890,Gpr37l1
1891,Gpr4
1892,Gpr56
1893,Gpr83
1894,Gpr88
1895,Gprasp1
1896,Gprasp2
1897,Gps1
1898,Gpt
1899,Gpt2
1900,Gpx1
1901,Gpx3
1902,Gpx4
1903,Gpx8
1904,Gramd1a
1905,Gramd3
1906,Grap
1907,Grb14
1908,Grcc10
1909,Gria1
1910,Gria2
1911,Gria3
1912,Gria4
1913,Grik1
1914,Grik2
1915,Grin1
1916,Grin2b
1917,Grin2c
1918,Grin3a
1919,Grina
1920,Grm1
1921,Grm3
1922,Grm5
1923,Grm7
1924,Grm8
1925,Grn
1926,Grp
1927,Grpel1
1928,Grpr
1929,Grsf1
1930,Gsap
1931,Gsk3b
1932,Gsn
1933,Gspt1
1934,Gss
1935,Gsta4
1936,Gstk1
1937,Gstm1
1938,Gstm5
1939,Gstm7
1940,Gsto1
1941,Gstp1
1942,Gt(ROSA)26Sor
1943,Gtdc1
1944,Gtf2a2
1945,Gtf2b
1946,Gtf2f1
1947,Gtf2h2
1948,Gtf2h5
1949,Gtf2i
1950,Gtf3c2
1951,Gtpbp4
1952,Gucy1a2
1953,Gucy1a3
1954,Gucy1b3
1955,Guf1
1956,Guk1
1957,Gyg
1958,Gyk
1959,H13
1960,H1f0
1961,H2-D1
1962,H2-K1
1963,H2-T23
1964,H2afj
1965,H2afv
1966,H2afy
1967,H2afz
1968,H3f3a
1969,H3f3b
1970,Habp4
1971,Hadh
1972,Hadhb
1973,Hagh
1974,Haghl
1975,Hapln1
1976,Hapln4
1977,Hars
1978,Hat1
1979,Hbp1
1980,Hccs
1981,Hcfc1r1
1982,Hcfc2
1983,Hcn1
1984,Hdac2
1985,Hdac3
1986,Hdac9
1987,Hdgf
1988,Hdgfrp3
1989,Hdhd2
1990,Hectd1
1991,Hecw1
1992,Hepacam
1993,Herc1
1994,Herc2
1995,Herc3
1996,Herc4
1997,Herpud1
1998,Herpud2
1999,Hes1
2000,Hes5
2001,Hexa
2002,Hexb
2003,Hgs
2004,Hgsnat
2005,Hiat1
2006,Hiatl1
2007,Hibadh
2008,Hid1
2009,Hif1a
2010,Higd1a
2011,Higd1b
2012,Higd2a
2013,Hint1
2014,Hip1
2015,Hipk1
2016,Hipk3
2017,Hist1h2bc
2018,Hivep2
2019,Hivep3
2020,Hjurp
2021,Hk1
2022,Hlf
2023,Hmg20a
2024,Hmgb1
2025,Hmgcl
2026,Hmgcll1
2027,Hmgcr
2028,Hmgcs1
2029,Hmgcs2
2030,Hmgn1
2031,Hmgn3
2032,Hmox2
2033,Hn1
2034,Hnmt
2035,Hnrnpa2b1
2036,Hnrnpab
2037,Hnrnpc
2038,Hnrnpd
2039,Hnrnpdl
2040,Hnrnph1
2041,Hnrnph2
2042,Hnrnpk
2043,Hnrnpll
2044,Hnrnpm
2045,Hnrnpr
2046,Hnrnpu
2047,Hnrnpul2
2048,Homer1
2049,Homer2
2050,Hook1
2051,Hook3
2052,Hopx
2053,Hp1bp3
2054,Hpca
2055,Hpcal1
2056,Hpcal4
2057,Hpgd
2058,Hprt
2059,Hras
2060,Hrasls
2061,Hrsp12
2062,Hs3st1
2063,Hs3st2
2064,Hs6st2
2065,Hsbp1
2066,Hsd11b1
2067,Hsd17b10
2068,Hsd17b12
2069,Hsd17b4
2070,Hsd3b7
2071,Hsdl2
2072,Hsp90aa1
2073,Hsp90ab1
2074,Hsp90b1
2075,Hspa12a
2076,Hspa13
2077,Hspa14
2078,Hspa2
2079,Hspa4
2080,Hspa4l
2081,Hspa5
2082,Hspa8
2083,Hspa9
2084,Hspb1
2085,Hspbp1
2086,Hspd1
2087,Hspe1
2088,Hsph1
2089,Htatsf1
2090,Htr2a
2091,Htr2c
2092,Htr3a
2093,Htr4
2094,Htra1
2095,Huwe1
2096,Hypk
2097,Iars
2098,Ica1
2099,Icam2
2100,Ice1
2101,Ict1
2102,Id1
2103,Id2
2104,Id3
2105,Id4
2106,Ide
2107,Idh1
2108,Idh2
2109,Idh3a
2110,Idh3b
2111,Idh3g
2112,Ids
2113,Ier2
2114,Ier3
2115,Ier3ip1
2116,Ier5
2117,Ifi27
2118,Ifi35
2119,Ifit2
2120,Ifitm10
2121,Ifitm2
2122,Ifitm3
2123,Ifnar2
2124,Ifngr1
2125,Ifrd1
2126,Ift20
2127,Ift22
2128,Ift27
2129,Ift46
2130,Ift57
2131,Ift81
2132,Igf1
2133,Igf2
2134,Igfbp2
2135,Igfbp3
2136,Igfbp4
2137,Igfbp5
2138,Igfbp6
2139,Igfbp7
2140,Ighm
2141,Igsf21
2142,Igsf8
2143,Ik
2144,Ikbkb
2145,Il10rb
2146,Il11ra1
2147,Il13ra1
2148,Il18
2149,Il1rap
2150,Il1rapl1
2151,Il33
2152,Il34
2153,Ildr2
2154,Ilf2
2155,Ilk
2156,Ilkap
2157,Immt
2158,Imp3
2159,Impa1
2160,Impact
2161,Impad1
2162,Ina
2163,Ing4
2164,Inpp1
2165,Inpp4b
2166,Inpp5f
2167,Inpp5k
2168,Insig2
2169,Insr
2170,Ints10
2171,Ip6k1
2172,Ipcef1
2173,Ipo5
2174,Ipo7
2175,Ipo9
2176,Iqcb1
2177,Iqgap1
2178,Iqgap2
2179,Iqsec3
2180,Irak1
2181,Irak2
2182,Ireb2
2183,Irgm1
2184,Isca1
2185,Isca2
2186,Iscu
2187,Ist1
2188,Isyna1
2189,Itch
2190,Itfg1
2191,Itga1
2192,Itga6
2193,Itgav
2194,Itgb1
2195,Itgb5
2196,Itih3
2197,Itih5
2198,Itm2a
2199,Itm2b
2200,Itm2c
2201,Itpka
2202,Itpr1
2203,Itpr2
2204,Itsn1
2205,Itsn2
2206,Ivd
2207,Ivns1abp
2208,Jagn1
2209,Jak1
2210,Jak2
2211,Jakmip2
2212,Jam2
2213,Jam3
2214,Jdp2
2215,Jkamp
2216,Jmjd1c
2217,Josd2
2218,Jtb
2219,Jun
2220,Junb
2221,Jund
2222,Kalrn
2223,Kank3
2224,Kantr
2225,Kat7
2226,Kbtbd2
2227,Kbtbd4
2228,Kcmf1
2229,Kcna1
2230,Kcna2
2231,Kcnab1
2232,Kcnab3
2233,Kcnb1
2234,Kcnc1
2235,Kcnc2
2236,Kcnd2
2237,Kcnf1
2238,Kcnh1
2239,Kcnh3
2240,Kcnh7
2241,Kcnip1
2242,Kcnip2
2243,Kcnip3
2244,Kcnip4
2245,Kcnj10
2246,Kcnj16
2247,Kcnj3
2248,Kcnj9
2249,Kcnk1
2250,Kcnk2
2251,Kcnma1
2252,Kcnn2
2253,Kcnq1ot1
2254,Kcnq2
2255,Kcns3
2256,Kcnt2
2257,Kcnv1
2258,Kctd12
2259,Kctd13
2260,Kctd17
2261,Kctd2
2262,Kctd20
2263,Kctd4
2264,Kctd6
2265,Kdelc1
2266,Kdm1a
2267,Kdm3a
2268,Kdm4c
2269,Kdm5a
2270,Kdm7a
2271,Kdr
2272,Khdrbs1
2273,Khdrbs3
2274,Kidins220
2275,Kif1a
2276,Kif1b
2277,Kif21a
2278,Kif3a
2279,Kif5a
2280,Kif5b
2281,Kif5c
2282,Kifap3
2283,Kifc2
2284,Kirrel3
2285,Kit
2286,Kitl
2287,Klc1
2288,Klf10
2289,Klf12
2290,Klf15
2291,Klf2
2292,Klf3
2293,Klf6
2294,Klf7
2295,Klf9
2296,Klhdc2
2297,Klhdc3
2298,Klhl13
2299,Klhl2
2300,Klhl22
2301,Klhl23
2302,Klhl24
2303,Klhl5
2304,Klhl7
2305,Klhl9
2306,Kmt2a
2307,Kmt2c
2308,Kmt2e
2309,Kpna1
2310,Kpna3
2311,Kras
2312,Krcc1
2313,Krit1
2314,Krtcap2
2315,Ktn1
2316,LOC101056001
2317,LOC102631912
2318,LOC102632463
2319,LOC102634481
2320,LOC105242387
2321,LOC105242619
2322,LOC105243425
2323,LOC105243542
2324,LOC105243585
2325,LOC105243853
2326,LOC105244000
2327,LOC105244249
2328,LOC105245375
2329,LOC105245838
2330,LOC105246327
2331,LOC105246694
2332,LOC330143
2333,Lama4
2334,Lamb2
2335,Lamp1
2336,Lamp2
2337,Lamp5
2338,Lamtor1
2339,Lamtor2
2340,Lamtor3
2341,Lamtor5
2342,Lancl1
2343,Lancl2
2344,Lap3
2345,Laptm4a
2346,Laptm4b
2347,Laptm5
2348,Large
2349,Larp4b
2350,Lars
2351,Lars2
2352,Lasp1
2353,Lcat
2354,Lcmt1
2355,Ldb2
2356,Ldha
2357,Ldhb
2358,Leng8
2359,Leprot
2360,Leprotl1
2361,Letm1
2362,Lgals1
2363,Lgals3bp
2364,Lgals8
2365,Lgals9
2366,Lgi1
2367,Lgi2
2368,Lgi3
2369,Lgmn
2370,Lgr5
2371,Lhfp
2372,Lhx2
2373,Lhx6
2374,Lias
2375,Lifr
2376,Limch1
2377,Limd2
2378,Limk2
2379,Lims1
2380,Lims2
2381,Lin7a
2382,Lin7b
2383,Lin7c
2384,Lingo1
2385,Lipa
2386,Litaf
2387,Lix1
2388,Lman2
2389,Lmbrd1
2390,Lmbrd2
2391,Lmo1
2392,Lmo2
2393,Lmo3
2394,Lmo4
2395,Lmtk2
2396,Lnp
2397,Lonp2
2398,Lonrf2
2399,Lpar1
2400,Lpar6
2401,Lpcat3
2402,Lpcat4
2403,Lpgat1
2404,Lphn1
2405,Lphn2
2406,Lphn3
2407,Lpin2
2408,Lpl
2409,Lpp
2410,Lppr3
2411,Lppr4
2412,Lppr5
2413,Lrch3
2414,Lrfn5
2415,Lrp1
2416,Lrp11
2417,Lrp1b
2418,Lrp8
2419,Lrpap1
2420,Lrrc3b
2421,Lrrc4c
2422,Lrrc57
2423,Lrrc58
2424,Lrrc59
2425,Lrrc8b
2426,Lrrc8c
2427,Lrrcc1
2428,Lrrfip1
2429,Lrrk2
2430,Lrrn1
2431,Lrrn3
2432,Lrrtm1
2433,Lrrtm2
2434,Lrrtm3
2435,Lrrtm4
2436,Lsamp
2437,Lsm1
2438,Lsm3
2439,Lsm6
2440,Lsm8
2441,Lsp1
2442,Lsr
2443,Lta4h
2444,Ltbp4
2445,Ltn1
2446,Luc7l
2447,Luc7l2
2448,Luc7l3
2449,Lurap1l
2450,Luzp1
2451,Luzp2
2452,Lxn
2453,Ly6a
2454,Ly6c1
2455,Ly6e
2456,Ly6g6e
2457,Ly6h
2458,Ly86
2459,Lynx1
2460,Lypd1
2461,Lypd6
2462,Lypd6b
2463,Lypla1
2464,Lypla2
2465,Lyrm2
2466,Lyrm5
2467,Lysmd2
2468,Lztfl1
2469,Lztr1
2470,Lzts3
2471,M6pr
2472,Macf1
2473,Madd
2474,Maea
2475,Maf
2476,Maf1
2477,Mafb
2478,Mag
2479,Maged1
2480,Maged2
2481,Magee1
2482,Magef1
2483,Mageh1
2484,Magi1
2485,Magi2
2486,Magi3
2487,Magt1
2488,Mal
2489,Mal2
2490,Malat1
2491,Man1a2
2492,Man2a2
2493,Man2b1
2494,Manea
2495,Manf
2496,Maoa
2497,Maob
2498,Map1a
2499,Map1b
2500,Map1lc3a
2501,Map1lc3b
2502,Map2
2503,Map2k1
2504,Map2k2
2505,Map2k4
2506,Map4
2507,Map4k3
2508,Map7d2
2509,Map9
2510,Mapk1
2511,Mapk10
2512,Mapk11
2513,Mapk14
2514,Mapk3
2515,Mapk4
2516,Mapk6
2517,Mapk8
2518,Mapk8ip3
2519,Mapk9
2520,Mapre1
2521,Mapre2
2522,Mapre3
2523,Mapt
2524,Marc2
2525,March2
2526,March5
2527,March7
2528,Marcks
2529,Marcksl1
2530,Mark3
2531,Mars
2532,Mas1
2533,Mast3
2534,Mast4
2535,Mat2a
2536,Mat2b
2537,Matk
2538,Matr3
2539,Mau2
2540,Mblac2
2541,Mbnl1
2542,Mbnl2
2543,Mboat2
2544,Mbp
2545,Mcam
2546,Mcee
2547,Mcfd2
2548,Mcl1
2549,Mcoln1
2550,Mcts1
2551,Mcur1
2552,Mdh1
2553,Mdh2
2554,Mdm2
2555,Mdm4
2556,Mdn1
2557,Mdp1
2558,Me3
2559,Mea1
2560,Meaf6
2561,Mecp2
2562,Med10
2563,Med13
2564,Med14
2565,Med21
2566,Med28
2567,Med7
2568,Medag
2569,Mef2a
2570,Mef2c
2571,Meg3
2572,Megf10
2573,Meis2
2574,Mertk
2575,Mesdc2
2576,Mest
2577,Metap1d
2578,Metap2
2579,Mettl10
2580,Mettl23
2581,Mettl9
2582,Mfap3
2583,Mff
2584,Mfge8
2585,Mfn1
2586,Mfn2
2587,Mfsd1
2588,Mfsd11
2589,Mfsd2a
2590,Mfsd5
2591,Mfsd6
2592,Mga
2593,Mgat2
2594,Mgat4c
2595,Mgea5
2596,Mgll
2597,Mgp
2598,Mgrn1
2599,Mgst1
2600,Mgst3
2601,Mia
2602,Mia3
2603,Miat
2604,Mib1
2605,Mical2
2606,Micu1
2607,Mid1ip1
2608,Mien1
2609,Mif
2610,Mif4gd
2611,Miip
2612,Minos1
2613,Minpp1
2614,Mir22hg
2615,Mir99ahg
2616,Mkks
2617,Mkl2
2618,Mkln1
2619,Mkrn1
2620,Mlc1
2621,Mlf2
2622,Mlip
2623,Mllt11
2624,Mllt4
2625,Mlx
2626,Mmadhc
2627,Mmd
2628,Mmd2
2629,Mme
2630,Mmgt1
2631,Mmp17
2632,Mob2
2633,Mob4
2634,Mobp
2635,Mocs2
2636,Mog
2637,Morc3
2638,Morf4l1
2639,Morf4l2
2640,Mospd1
2641,Moxd1
2642,Mpc1
2643,Mpc2
2644,Mpdu1
2645,Mpdz
2646,Mphosph8
2647,Mpi
2648,Mpnd
2649,Mpp1
2650,Mpp6
2651,Mpped1
2652,Mpped2
2653,Mprip
2654,Mpv17
2655,Mpv17l
2656,Mpzl1
2657,Mras
2658,Mrfap1
2659,Mrpl10
2660,Mrpl11
2661,Mrpl13
2662,Mrpl15
2663,Mrpl17
2664,Mrpl18
2665,Mrpl20
2666,Mrpl27
2667,Mrpl28
2668,Mrpl3
2669,Mrpl30
2670,Mrpl32
2671,Mrpl33
2672,Mrpl35
2673,Mrpl36
2674,Mrpl37
2675,Mrpl39
2676,Mrpl4
2677,Mrpl40
2678,Mrpl41
2679,Mrpl42
2680,Mrpl43
2681,Mrpl45
2682,Mrpl46
2683,Mrpl48
2684,Mrpl49
2685,Mrpl50
2686,Mrpl51
2687,Mrpl55
2688,Mrpl9
2689,Mrps12
2690,Mrps14
2691,Mrps17
2692,Mrps18a
2693,Mrps18c
2694,Mrps23
2695,Mrps25
2696,Mrps26
2697,Mrps6
2698,Mrps7
2699,Msantd4
2700,Msl1
2701,Msmo1
2702,Msn
2703,Msra
2704,Mt1
2705,Mt2
2706,Mt3
2707,Mtch1
2708,Mtch2
2709,Mtdh
2710,Mterf3
2711,Mtf2
2712,Mtfp1
2713,Mtfr1l
2714,Mtmr6
2715,Mtmr7
2716,Mtpap
2717,Mtpn
2718,Mtus1
2719,Mtx2
2720,Mustn1
2721,Mut
2722,Mxd4
2723,Mxi1
2724,Mxra7
2725,Myadm
2726,Mybpc1
2727,Mycbp2
2728,Mydgf
2729,Myeov2
2730,Myh10
2731,Myl12a
2732,Myl12b
2733,Myl4
2734,Myl6
2735,Myl9
2736,Mylk
2737,Mynn
2738,Myo10
2739,Myo1b
2740,Myo5a
2741,Myo6
2742,Myo9a
2743,Mysm1
2744,Myt1l
2745,Mzt1
2746,N28178
2747,N4bp2l1
2748,N4bp2l2
2749,N6amt2
2750,ND1
2751,ND2
2752,ND4
2753,ND5
2754,ND6
2755,Naa20
2756,Naa25
2757,Naa35
2758,Naa50
2759,Naa60
2760,Naaa
2761,Nab1
2762,Nabp2
2763,Naca
2764,Nacc2
2765,Nadk
2766,Nadk2
2767,Nae1
2768,Nalcn
2769,Nampt
2770,Nap1l1
2771,Nap1l2
2772,Nap1l3
2773,Nap1l4
2774,Nap1l5
2775,Napa
2776,Napb
2777,Napg
2778,Nars
2779,Nat14
2780,Nav1
2781,Nav3
2782,Nbea
2783,Nbeal1
2784,Nbl1
2785,Nbr1
2786,Ncald
2787,Ncam1
2788,Ncam2
2789,Ncan
2790,Ncaph2
2791,Ncbp2
2792,Ncdn
2793,Nceh1
2794,Nck1
2795,Nckap1
2796,Nckipsd
2797,Ncl
2798,Ncoa1
2799,Ncoa7
2800,Ncor1
2801,Ncstn
2802,Nde1
2803,Ndel1
2804,Ndfip1
2805,Ndfip2
2806,Ndn
2807,Ndnf
2808,Ndp
2809,Ndrg1
2810,Ndrg2
2811,Ndrg3
2812,Ndrg4
2813,Ndufa1
2814,Ndufa10
2815,Ndufa11
2816,Ndufa12
2817,Ndufa13
2818,Ndufa2
2819,Ndufa3
2820,Ndufa4
2821,Ndufa5
2822,Ndufa6
2823,Ndufa7
2824,Ndufa8
2825,Ndufa9
2826,Ndufab1
2827,Ndufaf1
2828,Ndufaf3
2829,Ndufaf4
2830,Ndufaf5
2831,Ndufaf7
2832,Ndufb10
2833,Ndufb11
2834,Ndufb2
2835,Ndufb3
2836,Ndufb5
2837,Ndufb6
2838,Ndufb7
2839,Ndufb8
2840,Ndufb9
2841,Ndufc1
2842,Ndufc2
2843,Ndufs1
2844,Ndufs2
2845,Ndufs3
2846,Ndufs4
2847,Ndufs5
2848,Ndufs6
2849,Ndufs7
2850,Ndufs8
2851,Ndufv1
2852,Ndufv2
2853,Ndufv3
2854,Neat1
2855,Nebl
2856,Necab1
2857,Necab2
2858,Necab3
2859,Necap1
2860,Necap2
2861,Nedd4
2862,Nedd8
2863,Nefl
2864,Nefm
2865,Negr1
2866,Nek1
2867,Nek7
2868,Nelfb
2869,Nell1
2870,Nell2
2871,Nemf
2872,Nenf
2873,Neto1
2874,Neto2
2875,Neu1
2876,Neurod6
2877,Nfasc
2878,Nfat5
2879,Nfe2l2
2880,Nfia
2881,Nfib
2882,Nfix
2883,Nfkbia
2884,Nfs1
2885,Nfu1
2886,Nfx1
2887,Ngef
2888,Ngfrap1
2889,Ngly1
2890,Ngrn
2891,Nhp2l1
2892,Nicn1
2893,Nifk
2894,Ninj1
2895,Nipbl
2896,Nipsnap1
2897,Nipsnap3b
2898,Nisch
2899,Nkain4
2900,Nkd1
2901,Nkiras1
2902,Nkrf
2903,Nktr
2904,Nlgn1
2905,Nlgn2
2906,Nlgn3
2907,Nlk
2908,Nmd3
2909,Nme1
2910,Nme2
2911,Nmnat2
2912,Nmt1
2913,Nmt2
2914,Nnat
2915,Nol4
2916,Nol7
2917,Nono
2918,Nop10
2919,Nop56
2920,Nop58
2921,Nos1
2922,Nostrin
2923,Nov
2924,Nova1
2925,Npas1
2926,Npas3
2927,Npc1
2928,Npc2
2929,Npdc1
2930,Npepps
2931,Npm1
2932,Npnt
2933,Nppc
2934,Nprl2
2935,Npsr1
2936,Nptn
2937,Nptx1
2938,Nptx2
2939,Npy
2940,Npy1r
2941,Npy2r
2942,Nr1d1
2943,Nr1d2
2944,Nr2e1
2945,Nr2f1
2946,Nr2f2
2947,Nr3c1
2948,Nr4a1
2949,Nr4a2
2950,Nrarp
2951,Nrbp1
2952,Nrbp2
2953,Nrcam
2954,Nrd1
2955,Nrep
2956,Nrgn
2957,Nrip1
2958,Nrip3
2959,Nrn1
2960,Nrp1
2961,Nrsn1
2962,Nrsn2
2963,Nrxn1
2964,Nrxn3
2965,Nsd1
2966,Nsdhl
2967,Nsf
2968,Nsfl1c
2969,Nsg1
2970,Nsg2
2971,Nsmaf
2972,Nsmce1
2973,Nsmce2
2974,Nsmce4a
2975,Nsmf
2976,Nsun2
2977,Nt5c2
2978,Nt5c3
2979,Nt5c3b
2980,Nt5m
2981,Ntan1
2982,Ntm
2983,Ntrk2
2984,Ntrk3
2985,Ntsr2
2986,Nub1
2987,Nubp2
2988,Nucb1
2989,Nucks1
2990,Nudc
2991,Nudcd3
2992,Nudt16l1
2993,Nudt19
2994,Nudt3
2995,Nudt4
2996,Nudt9
2997,Nufip2
2998,Nup85
2999,Nup88
3000,Nupr1
3001,Nus1
3002,Nvl
3003,Nwd1
3004,Nxf1
3005,Nxph1
3006,Nxph2
3007,Nxph3
3008,Nxph4
3009,Nxt2
3010,Nyap2
3011,Oaf
3012,Oat
3013,Oaz1
3014,Oaz2
3015,Ociad1
3016,Ociad2
3017,Ocln
3018,Ocrl
3019,Ogdh
3020,Ogfrl1
3021,Ogn
3022,Ogt
3023,Ola1
3024,Olfm1
3025,Olfm2
3026,Olfm3
3027,Olfml1
3028,Olfml3
3029,Olig1
3030,Omg
3031,Opa1
3032,Opcml
3033,Ophn1
3034,Oprk1
3035,Oprm1
3036,Orc3
3037,Orc4
3038,Orc5
3039,Os9
3040,Osbpl1a
3041,Osbpl2
3042,Osbpl3
3043,Osbpl8
3044,Osbpl9
3045,Osgep
3046,Osr1
3047,Ost4
3048,Ostc
3049,Ostf1
3050,Ostm1
3051,Ostn
3052,Otof
3053,Otub1
3054,Otub2
3055,Otud4
3056,Otud6b
3057,Oxct1
3058,Oxr1
3059,Oxtr
3060,P2ry12
3061,P4ha1
3062,P4hb
3063,P4htm
3064,Pabpn1
3065,Pacsin1
3066,Pacsin2
3067,Paf1
3068,Pafah1b1
3069,Pafah1b2
3070,Paics
3071,Paip2
3072,Pak1
3073,Pak1ip1
3074,Pak3
3075,Palm
3076,Palmd
3077,Pam
3078,Pamr1
3079,Pantr1
3080,Papola
3081,Papss1
3082,Paqr5
3083,Paqr7
3084,Paqr8
3085,Park7
3086,Parl
3087,Parm1
3088,Parp2
3089,Parp6
3090,Parp8
3091,Parva
3092,Pax6
3093,Paxbp1
3094,Pbrm1
3095,Pbx1
3096,Pbxip1
3097,Pcbp1
3098,Pcbp2
3099,Pcbp3
3100,Pcbp4
3101,Pcca
3102,Pcdh10
3103,Pcdh11x
3104,Pcdh15
3105,Pcdh17
3106,Pcdh18
3107,Pcdh20
3108,Pcdh7
3109,Pcdh8
3110,Pcdh9
3111,Pclo
3112,Pcm1
3113,Pcmt1
3114,Pcmtd1
3115,Pcmtd2
3116,Pcna
3117,Pcolce
3118,Pcp4
3119,Pcp4l1
3120,Pcsk1
3121,Pcsk1n
3122,Pcsk2
3123,Pcyox1
3124,Pcyt2
3125,Pdcd10
3126,Pdcd6
3127,Pdcd6ip
3128,Pdcl
3129,Pdcl3
3130,Pde10a
3131,Pde11a
3132,Pde1a
3133,Pde2a
3134,Pde4b
3135,Pde4d
3136,Pde4dip
3137,Pde6d
3138,Pde8b
3139,Pde9a
3140,Pdf
3141,Pdgfc
3142,Pdgfrb
3143,Pdha1
3144,Pdhb
3145,Pdhx
3146,Pdia3
3147,Pdia4
3148,Pdia6
3149,Pdk2
3150,Pdk3
3151,Pdlim1
3152,Pdlim2
3153,Pdlim3
3154,Pdlim4
3155,Pdlim5
3156,Pdlim7
3157,Pdp1
3158,Pdpk1
3159,Pdrg1
3160,Pds5b
3161,Pdxdc1
3162,Pdxk
3163,Pdxp
3164,Pdyn
3165,Pdzd11
3166,Pea15a
3167,Pebp1
3168,Pecam1
3169,Pef1
3170,Peg13
3171,Peg3
3172,Peli1
3173,Penk
3174,Perp
3175,Pex11b
3176,Pex13
3177,Pex19
3178,Pex2
3179,Pex3
3180,Pex5
3181,Pex5l
3182,Pex7
3183,Pfdn1
3184,Pfdn2
3185,Pfdn5
3186,Pfkl
3187,Pfkm
3188,Pfkp
3189,Pfn1
3190,Pfn2
3191,Pgam1
3192,Pgam5
3193,Pgbd5
3194,Pgk1
3195,Pglyrp1
3196,Pgm2
3197,Pgm2l1
3198,Pgrmc1
